"Site","Abraxas fulvobasalis","Abraxas latifasciata","Abraxas niphonibia","Abraxas sylvata","Abrostola major","Abrostola ussuriensis","Acalolepta fraudatrix","Acanthocinus carinulatus","Acasis appensata","Acasis viretata","Acosmeryx naga","Acronicta catocaloida","Acronicta major","Acronicta rumicis","Actias artemis","Adoretus hirsutus","Adoretus tunuimaculatus","Adrapsa simplex","Adris tyrannus","Aegus luevicollis","Aethalura ignobilis","Aethalura nanaria","Agaraeus parva","Agathia carissima","Agathia visenda","Agelasa nigriceps","Aglaeomorpha histrio","Agnidra scabiosa","Agrilus euonymi","Agrisius fuliginosus","Agrius convolvuli","Agrotis ipsilon","Agrotis tokionis","Agylla collitoides","Agylla gigantea","Albocosta triangularis","Alcis angulifera","Alleculinae sp.","Allomyrina dichotoma","Altica caerulescens","Amata sp. 1","Ambrosiodmus rubricollis","Ambulyx japonica","Amoebotricha grataria","Ampelophaga rubiginosa","Amphipoea burrowsi","Amphipoea ussuriensis","Amphipyra acheron","Amphipyra erebina","Amphipyra livida","Amphipyra monolitha","Amphipyra pyramidea","Amphipyra schrenckii","Amphipyra tripartita","Amphitrogia amphidecta","Amraica superans","Anaedius mroczkowskii","Anatis halenis","Angerona prunaria","Anomala albopilasa","Anomala luculenta","Anomala quelpatta","Anomis longipennis","Anomis privata","Anosimus decoratus","Antheraea yamamai","Anthina sp.","Anthribid sp.","Anticypella diffusaria","Antivaleria viridimacula","Apamea hampsoni","Apamea rubrirena","Apamea striata","Aphodius sp.","Apoderus rubidus","Aracerus fasciculatus","Arcte coerula","Arctornis album","Arctornis kumatai","Arctornis l-nigrum","Arhopalus rusticus","Arichanna albomacularia","Arichanna melanaria","Ascotis imparata","Asiopodabrus sp.","Asthena amurensis","Asthena corculina","Asthena nymphaeata","Atacira grabczewskii","Athetis albisignata","Athetis cinerascens","Athetis dissimilis","Athetis funesta","Athetis gluteosa","Athetis lapidea","Athetis pallidipennis","Athetis stellata","Athous sp.","Atrachea jankowskii","Atrachea nitens","Attelabid sp.","Attelabid sp.2","Auaxa sulphurea","Aulacohilus decoratus","Austrapoda dentata","Autoba tristalis","Auzata nigrata","Auzata superba","Axylia putris","Balsa leodura","Basanus tsushimensis komp","Bembidion sp.","Bertula bistrigata","Bifurcanomala aulax","Biphyllus sp. 1","Bizone adelina","Blasticorhinus hoenei","Blitopertha orientalis","Bolbelamus coreanus","Bombyx mandarina","Brabira artemidora","Bradybatus sp.","Brahmaea certhia","Browis obscurus","Bryophila granitalis","Bryophila orthogramma","Bryophilina mollicula","Bupalus vestalis","Byctiscus fausti","Byrsax kimurai","Byturus sp.","Cabera griseolimbata","Cabera purus","Cabera schaefferi","Cabera sp","Caenocryptorrhynchus sp.","Calcilia sp.","Calicha nooraria","Caligula japonica","Caligula jonasii","Callabraxas compositata","Callambulyx tatarinovii","Calleida onoha","Callidrepana patrana","Calliteara argentata","Calliteara lunulata","Calliteara nachiensis","Calliteara pseudabiensis","Callopistria aethiops","Callopistria albolineola","Callopistria duplicans","Calvia decemguttata","Calvia muiri","Calyptra gruesa","Calyptra lata","Camptorhinus notabilis","Catarhoe obscura","Catocala dissimilis","Catocala dula","Catocala duplicata","Catocala electa","Catocala fulminea","Catocala jonasii","Catocala nagioides","Catocala nubila","Catocala obscena","Catocala separans","Catocala streckeri","Cephalallus unicolor","Cepphis advenaria","Cerastis pallescens","Ceratonema christophi","Ceropria sp.","Chasminodes albonitens","Chasminodes cilia","Chasminodes nigrilinea","Chiasmia defixaria","Chiasmia hebesata","Chiasmia liturata","Chiasmia notata","Chibiraga banhaasi","Chionarctia nivea","Chlaenius naeviger","Chlaenius virgulifer","Chloroclystis subcinctata","Chloroclystis v-ata","Chytonix albonotata","Cidariplura gladiata","Cifuna locuples","Clavipalpula aurariae","Cleora insolita","Clostera albosigma curtuloid","Clostera anastomosis","Cnethodonta grisescens","Colocasia mus","Colpodes buchananii","Colpodes sp. 1","Comibaena amoenaria","Comibaena delicatior","Comibaena diluta","Comibaena procumbaria","Comibaena tancrei","Comostola subtiliaria","Condica fuliginosa","Conisania suavis","Copris ochus","Copris tripartitus","Corymica pryeri","Cosmia achatina","Cosmia affinis","Cosmia moderata","Cosmia sanguinea","Cosmia trapezina","Cosmia unicolor","Cosmotriche lunigera","Cranionycta jankowskii","Cranionycta oda","Craniophora fasciata","Craniophora ligustri","Craniophora pacifica","Craniophora praeclara","Cryphaeus albopilosus","Cryphaeus duellicus","Cryphaeus sp.","Cryphia minutissima","Cryphia mitsuhashi","Cryptocephalus sp.","Cryptocephalus sp.1","Cryptocephalus sp.3","Ctenognophos grandinaria","Ctenoplusia agnata","Ctenoplusia albostriata","Culcula panterinaria","Curculio dentipes","Curculio dieckmanni","Curculio sikkimensis","Curculio sp.","Curculionid sp. 1","Cyana hamata","Cyclidia substigmaria","Cyllorhynchites ursulus","Cynocephalus sp.","Daddala lucilla","Daseochaeta viridis","Deileptenia ribeata","Demopsestis punctigera","Dendrolimus spectabilis","Dendrolimus superans","Deroca inconclusa","Descoreba simplex","Devenilia corearia","Diachrysia leonina","Diachrysia nadeja","Diaperis lewisi","Diarsia canescens","Diarsia deparca","Diarsia pacifica","Dictyestra dissecta","Dindica virescens","Dinumma deponens","Diomea discisigna","Diomea jankowskii","Diplodesma ussuriaria","Dircaea erotyloides","Distenia graclilis","Ditrigona conflexaria","Ditrigona komarovi","Ditrigona virgo","Doius divaticatus","Dolbina tancrei","Dorcus rectus","Dorcus rubrofemeratus","Dorcus titanus","Drepana curvatula","Drymonia dodonides","Dryobotodes pryeri","Dudusa sphigiformis","Duliophyle agitata","Duliophyle majuscularia","Dypterygia caliginosa","Dysaethria cretacea","Dysmilichia fukudai","Dysmilichia gemella","Dysstroma cinereata","Ealsomodellistena sp.","Earias cupreoviridis","Earias pudicana","Ecliptopera capitata","Ecliptopera umbrosaria","Ectinus sericeus","Ectropis aigneri","Ectropis crepuscularia","Ectropis excellens","Edessena gentiusalis","Edessena hamada","Eilema cribrata","Eilema deplana","Eilema griseola","Eilema japonica","Eilicrinia wehrlii","Elaterid sp. 1","Elaterid sp. 10","Elaterid sp. 11","Elaterid sp. 15","Elaterid sp. 2","Elaterid sp. 3","Elaterid sp. 4","Elaterid sp. 6","Elaterid sp.12","Electrophaes corylata","Endomychus nigropiceus","Endropiodes indictinarius","Ennominae sp","Ennomos autumnaria","Enochrus simulans","Entiminae sp.","Epholca arenosa","Epiplema moza","Epiplema plagifera","Epipsestis nikkoensis","Epipsestis ornata","Epirrhoe supergressa","Episcapha sp. 1","Episcapha sp. 2","Episcapha sp. 3","Epodonta lineata","Epuraea sp.","Ercheia niveostrigata","Ercheia umbrosa","Erebomorpha fulguraria","Ernobius sp.1","Erythroplusia pyropia","Eucarta fasciata","Eucnemid sp.","Eulithis convergenata","Eulithis fabiolaria","Eulithis ledereri","Eumecocera impustulata","Euparius koreanus","Euparius oculatus","Euparyphasma maxima","Euphyia cineraria","Eupithecia abietaria debrunn","Eupithecia clavifera","Eupithecia consortaria","Eupithecia daemionata","Eupithecia gigantea","Eupithecia interpunctaria","Eupithecia neosatyrata","Eupithecia okadai","Eupithecia signigera","Eupithecia sp","Eupithecia sp1","Eupithecia sp2","Eupithecia spadix","Eupithecia subbreviata","Euplexia koreaeplexia","Euplexia lucipara","Euproctis piperita","Euproctis pulverea","Euproctis similis","Euromoia subpulchra","Eustroma aerosum","Eustroma melancholicum","Eutelia geyeri","Eutetrapha metallescens","Euthrix albomaculata","Euwilemania angulata","Evecliptopera decurrens","Exechesops leucopis","Exocentrus lineatus","Fascellina chromataria","Fentonia ocypete","Fusapteryx ladislai","Gabala argentata","Gandaritis agnes","Gandaritis fixseni","Gandaritis whitelyi","Gangarides dharma","Garaeus mirandus","Gasterocercus tamanukii","Gastroserica herzi","Gelasma illiturata","Gelastocera exusta","Geometra dieckmanni","Gerbathodes paupera","Glichrochilus japonicus","Gnophos agnitaria","Godonela shanghaisaria","Gonepatica opalina","Gortyna fortis","Gymnoscelis deleta","Gyrinus japonicus","Habrosyne aurorina","Hadennia incongruens","Hamonia yedoensis","Harmonia axyridis","Harpalus sp.1","Harpalus sp.2","Harpalus sp.3","Harpalus sp.4","Harpalus sp.6","Hatachiana jiriseanensis","Heliothis maritima","Hemipsectra fallax","Hemistola dijuncta","Hemistola tenuilinea","Hemithea aestivaria","Hepatica anceps","Hepatica nakatanii","Herita belinda","Herminae sp","Herminia arenosa","Herminia dolosa","Herminia grisealis","Herminia stramentacealis","Herminia tarsicrinalis","Hermonassa cecilia","Heterolitus sp.","Heterolocha aristonaria","Heterophleps confusa","Heterostegane hyriaria","Heterothera postalbida","Hexafrenum leucodera","Hilytrogus bicoloreus","Himeropteryx miraculosa","Hipoepa fractalis","Holostrophus sp.","Holotrichia diomphalia","Holotrichia sp.2","Hoplodrina euryptera","Hotaria papariensis","Hydraecia petasitis","Hydrelia adesma","Hydrelia flammeolaria","Hydrillodes morosa","Hydriomena furcata","Hylastes parallelus","Hylobius sp.","Hymenalia unicolor","Hypena albopunctalis","Hypena amica","Hypena innocua","Hypena kengkalis","Hypena melanica","Hypena nigrobasalis","Hypena sagitta","Hypena strigatus","Hypena stygiana","Hypena trigonalis","Hypena tristalis","Hypena zilla","Hypenomorpha calamina","Hyperaxis fasciata","Hypomecis punctinalis","Hypomecis roboraria","Hypomecis seitzi","Hypophloeus sp.","Hyposada brunnea","Hyposemansis albipuncta","Hypsomadius insignis","Hysterura declinans","Iambia japonica","Idaea auricruda","Idaea biselata","Idaea effusaria","Idaea trisetata","Idia curvipalpis","Idia quadra","Idiotephria debilitata","Idiotephria evanescens","Illeis koebelei","Iragaodes nobilis","Iscadia uniformis","Ivela auripes","Jankowskia fuscaria","Jodis dentifascia","Jodis lactearia","Jodis putata","Kentochrysalia consimilis","Kentochrysalia streckeri","Kerala decipiens","Koyaga falsa","Koyaga magnumisma","Krananda semihyalina","Kumasia kumaso","Kunugia undans","Laccophilus difficilis","Laciniodes denigratus","Laciniodes unistirpis","Lassaba nikkonis","Lathrobium sp.","Latirostrum bisacutum","Latoia sinica","Lebia idea","Lebia retrofasciata","Lebidia bioculata","Lebidia octoguttata","Leiopus stillatus","Leiostola mollis","Lemyra boghaika","Lemyra inaequalis","Leptostegna tenerata","Leptoxenus ibidiformis","Leucapamea askoldis","Leucodonta bicoloria","Ligdia japonaria","Lioptera erotyloides","Liotrichus sp.","Lithophane remota","Lobogonodes erectaria","Lomographa bimaculata","Lomographa lungtanensis","Lomographa pulverata","Lomographa subspersata","Lomographa temerata","Lophocosma atriplaga","Lophomilia flaviplaga","Lophomilia polybapta","Lophontomira parki","Lophontosia pryeri","Lophoruza pulcherrima","Lucanus maculifemoratus","Luprops orientalis","Lychnuris rufa","Lycocerus vitellinus","Lygephila recta","Lygephila vulcanea","Lymantria dispar","Lymantria mathura","Lymantria monacha","Macdunnoughia hybrida","Macdunnoughia purissima","Macratria sp.","Macrochthonia fervens","Macrocilix mysticata","Maladera verticalis","Maliattha chalcogramma","Maliattha rosacea","Maliattha signifera","Margarinotus sp.","Marumba gaschkewitschii","Marumba maackii","Marumba spectabilis","Marumba sperchius","Mecodina cineracea","Mecodina nubiferalis","Meganephria cinerea","Meganola fumosa","Megopis sinica","Melandryidae sp. 2","Melanotus cete","Meligethes sp.","Melolontha incana","Melolonthid sp.","Menesia albifrons","Menesia sulphurata","Menophra senilis","Mesophalera sigmata","Mesosa hirsuta","Meteima mediorufa","Metopta rectifasciata","Micreremites pyraloides","Microleon longipalpis","Microlygris complicata","Microlygris multistriata","Micromelalopha flavomacula","Microsternus sp.1","Miltochrista aberrans","Miltochrista miniata","Miltochrista striata","Miltochrista ziczac","Mimela sp.","Mimela splendens","Mimela testaceipes","Mirina christophi","Mniotype melanodonta","Mniotype satura","Mocis annetta","Moechotypa diphysis","Moma kolthoffi","Monema flavescens","Monochamus guttulatus","Mordellid sp.","Mordellid sp.2","Mordellid sp.3","Mordellidae sp.5","Mormo muscivirens","Mosopia sordidum","Mycetophagus antennatus","Mycetophagus sp.","Myllocerus sp.","Myllocerus sp.2","Myllocerus sp.3","Myrioblephara cilicornaria","Myrteta angelica","Mythimna bani","Mythimna divergens","Mythimna monticola","Mythimna placida","Mythimna separata","Mythimna turca","Naganoella timandra","Naranga aenescens","Narcotica niveosparsa","Necrodes littoralis","Negritothripa hampsoni","Neocifuna eurydice","Neocifuna jankowskii","Neodrymonia delia","Neodrymonia marginalis","Neustrotia noloides","Neustrotia rectilineata","Nicrophorus concolor","Nicrophorus maculifrons","Nicrophorus quadripuntatus","Ninodes splendens","Ninodes watanabei","Niphades sp.","Niphonyx segregata","Nipponophloeus sp.","Nitidulidae sp. 1","Nititulid sp.2","Nodaria tristis","Nola trilinea","Nordstroemia japonica","Nothomiza aureolaria","Notodonta basilinea","Numenes albofascia","Numenes disparilis","Nyssocnemis eversmanni","Obeidia tigrata","Oberthueria caeca","Ocoelophora lentiginosaria","Ocypus sp.2","Odonestis pruni","Odontopera arida","Odontosia patricia","Oedemera amurensis","Olenecampeus formosanus","Olenecamptus octopustulatu","Olenecamptus subobliteratus","Oligia fodinae","Oligia leuconephra","Olivenebula oberthueri","Onthophagus lenzii","Opilo carinatus","Oreta loochooana","Oreta pulchripes","Oroplema oyamana","Orthocabera sericea","Orthocabera tinagmaria","Orthogonia sera","Orthonama obstipata","Orthosia carnipennis","Orthosia odiosa","Oruza glaucotorna","Oruza kunsuki","Oruza submira","Oruza submirella","Ourapteryx koreana","Ourapteryx maculicaudaria","Ourapteryx nivea","Ourapteryx subpunctaria","Oxymacaria normata","Ozotomerus japonicus laferi","Pachyodes superans","Pangrapta disruptalis","Pangrapta flavomacula","Pangrapta griseola","Pangrapta lunulata","Pangrapta perturbans","Pangrapta textilis","Pangrapta trilineata","Panolis japonica","Panthea coenobita","Parabapta clarissa","Parabaptistes sp.","Paracolax contigua","Paracolax fascialis","Paracolax fentoni","Paracolax pryeri","Paracolax trilinealis","Paracolax tristalis","Paradarisa chloauges","Paradarisa consonaria","Paragabara flavomacula","Paragabara ochreipennis","Paragona inchoata","Paralebeda plagiata","Paraona staudingeri","Parapsestis argenteopicta","Parasiccia altaica","Parastasia ferrieri","Paratachys sp.","Pareclipsis gracilis","Parectropis extersaria","Parectropis nigrosparsa","Parena monostigma","Parena sp.","Parena sp.3","Pasiphila excisa","Pectocera fortunei","Pediacus japonicus","Pennithera djakonovi","Peridea elzet","Peridea gigantea","Peridea lativitta","Peridea oberthueri","Peridroma saucia","Perizoma parvaria","Perizoma saxeum","Phalera angustipennis","Phalera flavescens","Phanerota appendiculata","Pheosia fusiformis","Phillosphingia dissimilis","Phlegetonia delatrix","Phloetrya sp.","Phlogophora beatrix","Phlossa conjuncta","Photoscotosia lucicolens","Phrixolepia sericea","Phthonandria atrilineata","Phthonandria emaria","Phthonosema tendinosaria","Pida niphonis","Pidonia amurensis","Pidonia ruficolis","Pidonia similis","Pidorus glaucopis","Pimelocerus orientalis","Pimelocerus sp.","Pinophilus sp.","Plagodis dolabraria","Plagodis pulveraria","Planociampa modesta","Plateros koreanus","Platydema sp.1","Platydema sp.2","Platydema sp.3","Platystomas sellatus","Plusiodonta casta","Podabrus annulathus","Podabrus sp.","Polychrysia splendida","Polymixinia appositaria","Polyphaenis subviridis","Prionus insularis","Prismognathus dauricus","Problepsis eucircota","Problepsis minuta","Problepsis superans","Prolophota trigonifera","Prometopia sp.","Propylea japonica","Prosopocoilus astacoides","Prosopocoilus inclinatus","Proteostrenia falcicula","Protoboarmia simpliciaria","Protodeltote maculana","Protodeltote pygarga","Protomiselia bilinea","Psephactus remiger","Pseudalbara parvula","Pseudepione magnaria","Pseuderannis lomozemia","Pseudoips faganus","Pseudoips sylpha","Pseudopyrochroa sp.","Pseudosieversia rufa","Psilogramma increta","Psyra boarmiata","Ptillodactylid sp. 1","Ptilodactylid sp.2","Ptilodactylid sp.4","Ptilodactylidsp.3","Pylargosceles steganioides","Pyrrhalta fuscipennis","Quadricalcarifera cyanea","Quadricalcarifera subgeneris","Rabtala splendida","Racotis petrosa","Ramobia mediodivisa","Rhadinomerus sp.","Rhagastis mongoliana","Rhagonycha asiatia","Rhagonycha sp.","Rhamnosa angulata","Rhantus suturalis","Rhinoncus sp.","Rhinoprora chloerata","Rhinoprora obscura","Rhodinia fugax","Rhodinia jankowskii","Rhodoneura pallida","Rhodoneura vittula","Rhynchobapta cervinaria","Rikiosatoa grisea","Rivula errabunda","Rivula inconspicua","Rodolia concolor","Sabra harpagula","Samia cynthia","Sandracottus mixtus","Saperda mandschukuoensis","Saprosites sp.","Sarbanissa venusta","Satoblephara parvularia","Scedopla diffusa","Scionomia mendica","Scirtes japonicus","Scolytinid sp.","Scopula apicipunctata","Scopula confusa","Scopula epiorrhoe","Scopula floslactata","Scopula ichinosawana","Scopula ignobilis","Scopula modicaria","Scopula nigropunctata","Scopula semiignobilis","scopula sp","Scopula sp","Scotylid sp.","Scoupla nupta","Selenia sordidaria","Selenia tetralunaria","Semidonta biloba","Sericaria sp.","Sericaria sp. 2","Sericaria sp. 3","Sesamia pseudoturpis","Shaka atrovittatus","Shirahoshizo refescens","Shirahoshizo sp.","Sibatania mactata","Siglophora sanguinolenta","Simplicia niphona","Simplocaria bicolor","Sinarella aegrota","Sinarella nigrisigna","Sinarella rotundipennis","Sineugraphe bipartita","Sineugraphe exusta","Sineugraphe oceanica","Sipalinus gigas","Sophrops striata","Sophta subrosea","Sotoria fracta","Spatalia doerriesi","Sphragifera biplagiata","Spilarctia seriatopunctata","Spilarctia subcarnea","Spilopera debilis","Spilosoma album","Spilosoma lubricipeda","Spilosoma punctaria","Spilota plagiicollis","Spirama retorta","Spodoptera litura","Spodoptera pecten","Spondylis buprestoides","Stauropus fagi","Stenbergmania albomaculali","Stenograpta stenoptera","Sternolophus rufipes","Striglina cancellata","Striglina fixseni","Stronglium sp.","Sugia erastroides","Sugia idiostygia","Suzukiana cinerea","Sybrodiboma subfaciata","Synegia esther","Synegia hadassa","Synegia limitatoides","Syntomus sp.","Synuchus sp.","Sypnoides amplifascia","Sypnoides fumosa","Sypnoides picta","Taeniophora unio","Taicona sp.","Tamba corealis","Telorta divergens","Telorta edentata","Tenomerga anguliscutus","Tethea ampliata","Tethea consimilis","Tethea or","Tetheella fluctuosa","Tetrigus lewisi","Theretra japonica","Thinopteryx crocoptera","Thosea sinensis","Throscid sp.","Thymalus sp.","Timandra apicirosea","Timandra comptaria","Togepteryx velutina","Trachea atriplicis","Trichius succinctus","Trichopteryx grisearia","Trichopteryx ustata","Trichosea ludifica","Triphaenopsis cinerescens","Triphaenopsis jezoensis","Triphaenopsis lucilla","Trox sp.","Tyloptera bella","Uloma latimanus","Uraecha bimaculata","Urodonta branickii","Urodonta viridimixta","Uropyia meticulodina","Venusia cambrica","Venusia semistrigata","Wilemania nitobei","Xandrames dholaria","Xanthalia serrifera","Xanthia tigrina","Xanthia togata","Xanthochroa luteipennis","Xanthorhoe fluctuata","Xanthorhoe hortensiaria","Xanthorhoe muscicapata","Xanthorhoe saturata","Xenapamea pacifica","Xenortholitha propinguata","Xerodes albonotaria","Xerodes rufescentaria","Xestia c-nigrum","Xestia efflorescens","Xestia fuscostigma","Xestia kollari","Xestia stupenda","Xestia vidua","Xyleborus sp. 1","Xyleborus sp.2","Xylena confusa","Xylopolia bella","Xystrocera globosa","Zanclidia testacea","Zanclognatha fumosa","Zanclognatha griselda","Zanclognatha helva","Zanclognatha lilacina","Zanclognatha lunalis","Zanclognatha triplex","Zanclognatha umbrosalis","Zanclognatha violacealis","Zaranga pannosa","Zeugophora annulata","Zeuzera multistrigata","Zola terranea"
"HL_1109",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,2,11,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,17,0,1,0,0,0,3,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HL_278",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,19,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1
